address	city	id	name	phone	type
3525 mall blvd 	duluth	814	lettuce souprise you at 	770 418 9969	cafeterias
1031 ponce de leon ave 	atlanta	815	majestic	404 875 0276	diners
303 peachtree st ne	atlanta	816	morton s of chicago atlanta 	404 577 4366	steakhouses
1248 clairmont rd 	atlanta	817	my thai	404 636 4280	thai
3060 peachtree rd 	atlanta	818	nava	404 240 1984	southwestern
1495 chattahoochee ave nw	atlanta	819	nuevo laredo cantina	404 352 9009	mexican
4330 peachtree rd 	atlanta	820	original pancake house at 	404 237 4116	american
3391 peachtree rd ne	atlanta	821	palm the atlanta 	404 814 1955	steakhouses
2118 n decatur rd 	decatur	822	rainbow restaurant	404 633 3538	vegetarian
181 peachtree st 	atlanta	823	ritz carlton cafe atlanta 	404 659 0400	american new 
519 e paces ferry rd 	atlanta	824	riviera	404 262 7112	mediterranean
200 14th st nw	atlanta	825	silver skillet the	404 874 1388	coffee shops
3330 piedmont rd 	atlanta	826	soto	404 233 2005	japanese
764 marietta st nw	atlanta	827	thelma s kitchen	404 688 5855	cafeterias
774 ponce de leon ave ne	atlanta	828	tortillas	404 892 0193	tex mex
70 w crossville rd 	roswell	829	van gogh s restaurant bar	770 993 1156	american new 
220 sandy springs circle	atlanta	830	veggieland	404 231 3111	vegetarian
3172 peachtree rd ne	atlanta	831	white house restaurant	404 237 7601	diners
4837 old national hwy 	college park	832	zab e lee	404 768 2705	thai
2315 clement st 	san francisco	833	bill s place	415 221 5262	hamburgers
2298 market st 	san francisco	834	cafe flore	415 621 8579	californian
423 columbus ave 	san francisco	835	caffe greco	415 397 6261	continental
240 columbus ave 	san francisco	836	campo santo	415 433 9623	mexican
1805 haight st 	san francisco	837	cha cha cha s	415 386 5758	caribbean
2217 union st 	san francisco	838	doidge s	415 921 2149	american
522 jones st 	san francisco	839	dottie s true blue cafe	415 885 2767	diners
3221 mission st 	san francisco	840	dusit thai	415 826 4639	thai
1283 ninth ave 	san francisco	841	ebisu	415 566 1770	japanese
1550 california st 	san francisco	842	emerald garden restaurant	415 673 1155	vietnamese
1500 church st 	san francisco	843	eric s chinese restaurant	415 282 0919	chinese
1582 folsom st 	san francisco	844	hamburger mary s	415 626 1985	hamburgers
333 bush st 	san francisco	845	kelly s on trinity	415 362 4454	californian
515 valencia st 	san francisco	846	la cumbre	415 863 8205	mexican
288 noe st 	san francisco	847	la mediterranee	415 431 7210	mediterranean
2889 mission st 	san francisco	848	la taqueria	415 285 7117	mexican
2209 polk st 	san francisco	849	mario s bohemian cigar store cafe	415 776 8226	italian
2225 irving st 	san francisco	850	marnee thai	415 665 9500	thai
3355 geary st 	san francisco	851	mel s drive in	415 387 2244	hamburgers
1322 grant st 	san francisco	852	mo s burgers	415 788 3779	hamburgers
631 larkin st 	san francisco	853	phnom penh cambodian restaurant	415 775 5979	cambodian
2817 24th st 	san francisco	854	roosevelt tamale parlor	415 550 9213	mexican
300 de haro st 	san francisco	855	sally s cafe bakery	415 626 6006	american
1328 18th st 	san francisco	856	san francisco bbq	415 431 8956	thai
584 valencia st 	san francisco	857	slanted door	415 861 8032	vietnamese
1517 polk st 	san francisco	858	swan oyster depot	415 673 1101	seafood
400 waller st 	san francisco	859	thep phanom	415 431 2526	thai
3108 16th st 	san francisco	860	ti couz	415 252 7373	french
1870 fillmore st 	san francisco	861	trio cafe	415 563 2248	american
8 sixth st 	san francisco	862	tu lan	415 626 0927	vietnamese
201 ivy st 	san francisco	863	vicolo pizzeria	415 863 2382	pizza
2141 polk st 	san francisco	864	wa ha ka oaxaca mexican grill	415 775 1055	mexican
